applicant_id,self_reported_expenses,annual_income,self_reported_debt,requested_amount,age,province,employment_status,months_employed
APP00058,6934.00853429044,55279.739840400944,512.2954616016649,2898.4437345419933,57,BC,Full-time,458
APP00059,9906.42737172179,66990.39262210362,718.9546934099247,5543.597827487378,70,ON,Full-time,422
APP00060,2778.91125987756,81274.61458956715,510.5969369674819,6307.229888596158,21,ON,Full-time,232
APP00061,4981.892991739792,52531.75871643378,553.173390782559,6051.611305005,47,ON,Full-time,539
APP00062,3295.3041377399672,57367.187468846954,567.927517272859,11713.348433334599,49,ON,Full-time,344
APP00063,4406.031140591747,43522.136503145026,298.422040718905,1500.5466156932573,84,ON,Full-time,138
APP00064,8569.501298693882,42364.392029054296,369.09558138345915,11460.650050976392,63,BC,Part-time,374
APP00065,6842.090751884866,77395.44530738414,417.46703870445407,7401.309353934366,91,BC,Full-time,437
APP00066,8824.411913475817,91107.68828013462,723.216248714419,9753.00486466822,40,BC,Part-time,155
APP00067,2035.1110833188645,59356.827331662105,683.1957666246271,5734.31879817683,28,ON,Part-time,519
APP00068,8733.61117841438,81959.8960735565,629.1729146195429,5992.216693826785,39,ON,Full-time,115
APP00069,597.6227417838443,67603.58360163744,754.6625819265108,10672.59148917406,35,BC,Part-time,92
APP00070,8885.992804371524,49980.56648651372,454.0956734125624,10855.279459210924,85,ON,Full-time,346
APP00071,3290.7377946072793,67598.7078107492,389.7497647505647,3625.577695744274,25,BC,Full-time,594
APP00072,3145.8763341406648,96214.60410065904,866.8184110363193,3191.6606644308,54,BC,Full-time,525
APP00073,5120.885766986639,60004.66890362643,503.0308049053119,6458.586912569462,85,BC,Part-time,584
APP00074,9406.901877232318,96985.67456813325,726.2944674069105,10903.047298404608,95,ON,Full-time,91
APP00075,477.8136468140537,27639.520612174638,142.71906920779378,4545.90602746794,48,BC,Full-time,398
APP00076,3522.309750707453,77613.46555282235,592.9078025290064,8172.160768730444,89,BC,Full-time,105
APP00077,8565.719886833358,62257.829744259194,297.1578541987003,8789.668565146612,47,ON,Full-time,596
APP00078,3960.5447743546674,55449.23851325966,276.6773995447299,9565.421313835714,90,BC,Full-time,540
APP00079,1991.56897597067,62345.93159713466,475.8639125908987,7203.169037130596,92,ON,Unemployed,0
APP00080,4247.941813314118,33411.47860025796,224.2415512486114,5427.006961068666,51,ON,Full-time,279
APP00081,3855.525014916693,56784.79632922119,674.577035019694,11637.175876788702,77,BC,Full-time,12
APP00082,9154.162014667034,67511.90532028908,492.6713951771693,7724.638286331379,38,ON,Full-time,307
APP00083,7619.343757430971,94494.19456240583,990.5024176581952,9014.217327965978,47,ON,Full-time,364
APP00084,5051.155557440064,51919.22370368321,445.7470982631268,4794.811302654662,71,ON,Full-time,318
APP00085,9883.70566721571,47589.97382489403,477.5200454468231,8369.440991033882,19,ON,Part-time,538
APP00086,4652.775312759233,52177.067211814545,330.50518945474136,3835.774283805385,52,ON,Part-time,214
APP00087,582.3783082027522,79821.33473550751,959.123162447676,3696.066092814998,62,BC,Unemployed,0
APP00088,2622.743218149849,66939.92121854886,574.6170235965412,8861.94421990369,32,ON,Part-time,314
APP00089,4360.704802193126,51740.5664577998,574.0288465600255,6735.342098892286,55,BC,Part-time,455
APP00090,1569.0262414612012,70749.84996762073,510.01544190476216,8516.042714646288,53,BC,Unemployed,0
APP00091,9475.65126324043,62445.45469351507,312.3372550305674,3963.8233982290085,77,ON,Unemployed,0
APP00092,7668.488978177731,81106.54682058927,793.29748924785,7585.956751624035,42,ON,Part-time,399
APP00093,2682.8720042777263,49134.14731912444,207.9028113676486,5883.270146734238,83,ON,Part-time,222
APP00094,5908.045335179158,54974.61548244206,446.8029697451266,7566.563155300807,24,BC,Part-time,580
APP00095,7214.49157109572,53921.95589959509,311.3102803561365,4199.677054686413,86,ON,Full-time,262
APP00096,9412.78928906798,39099.73547207884,367.3340333427009,8869.960600140363,56,ON,Full-time,496
APP00097,8816.353491754106,66287.82657573296,817.2293998604567,9865.22302775412,19,BC,Part-time,130
APP00098,5151.922261382137,65594.1665623789,527.1600405869896,3859.08121243496,59,BC,Full-time,159
APP00099,7746.526197930176,60746.181421198235,666.9415676085043,4306.826158412063,49,BC,Part-time,291
APP00100,5621.44753827585,56531.276195455444,474.7610518162194,8272.696966910024,54,BC,Part-time,543
APP00101,5527.038900455401,39668.561149444235,329.19617640762027,8651.436917338986,91,ON,Full-time,89
APP00102,1147.419583381919,53462.29233096012,637.2809912449746,8745.09652837195,72,BC,Full-time,332
APP00103,1261.3765801615207,54726.92567644632,633.9046565974731,8509.683552534205,49,ON,Full-time,506
APP00104,5295.336150224574,47678.80717882873,510.8786037512142,5320.884886477927,47,ON,Full-time,130
APP00105,2688.615449790066,57788.19248181339,383.45150614518036,5343.390418440462,21,ON,Full-time,207
APP00106,210.36902460468633,68469.29817921441,596.2582734665912,3802.9938600881956,76,ON,Part-time,360
APP00107,7228.392039002123,106807.26583247053,644.3123686089186,2725.1706988599926,79,ON,Full-time,59
APP00108,324.8659669016496,63914.32596987567,502.74832939462704,8618.351173365962,24,ON,Full-time,96
APP00109,5952.768411040545,65525.2328759657,537.4232527789869,2025.0766456954411,38,ON,Full-time,246
APP00110,5391.937941273144,59313.46887096332,658.2015839159329,11315.715154654597,79,ON,Part-time,459
APP00111,9688.146905778045,34108.23399937026,396.80051795219345,10093.549340385965,64,BC,Full-time,145
APP00112,4842.131393476417,60172.535263474674,458.62506631027895,10432.563139529817,31,ON,Part-time,310
APP00113,636.0143637779736,61758.971287927074,266.440782990919,10973.356960767092,41,ON,Full-time,534
APP00114,5516.879678064617,126994.37825036513,1441.1468508471785,5494.654677955641,97,BC,Full-time,381
APP00115,8410.961706161013,57251.9610819234,321.69813883275543,10313.70795685441,49,ON,Full-time,353
APP00116,9968.4928428144,66395.83898884628,620.7357853246435,2738.6743032081426,22,BC,Unemployed,0
APP00117,4303.431736890725,60024.730666580625,262.5936408862587,1238.0597406905924,93,BC,Full-time,285
APP00118,3202.987424967425,42715.71027513906,320.19214989868175,9633.805341302352,84,ON,Part-time,502
APP00119,9066.532969519989,85457.31660895867,1058.218166718461,1822.7631279663324,34,BC,Part-time,258
APP00120,1912.4212907612136,76001.27342926075,380.44565520581193,11873.771340585137,49,BC,Part-time,52
APP00121,6154.289150329267,76897.9924432306,591.9179085194362,8422.760725617116,66,ON,Full-time,550
APP00122,4057.144241809477,46171.09484361175,310.5583075269732,9287.94681266316,61,BC,Part-time,216
APP00123,410.82364955555283,92389.05130612613,1081.7896560112235,3703.842419056525,22,BC,Unemployed,0
APP00124,3472.8847430569776,39829.77973899057,454.504290714296,8412.51933311657,80,ON,Part-time,446
APP00125,2652.285225026746,72329.15615012344,444.64274021618087,1475.4193098045293,66,BC,Part-time,223
APP00126,6860.911539434868,117015.55488910167,566.7334283039605,10216.08291915961,46,ON,Full-time,105
APP00127,9487.90497691918,45060.646770863736,423.2465419722219,2865.8650233472968,34,BC,Full-time,522
APP00128,2680.4718737863777,51176.52173990297,356.68701305242763,8670.938735171476,95,BC,Part-time,383
APP00129,8114.659391516818,62493.69024177755,610.3989903646492,3469.2855135600116,87,BC,Full-time,114
APP00130,553.5981693840952,52150.17252846674,231.25114237285135,1752.9848636864701,48,ON,Part-time,69
APP00131,5381.2101003981315,38090.738045760336,201.05536954608914,6296.430464043337,83,ON,Unemployed,0
APP00132,705.5006370989458,61913.55131509452,612.1043176047693,2862.148313000684,87,BC,Part-time,365
APP00133,9340.329911306393,44100.85067151445,261.80126576886954,9023.883871592048,32,BC,Unemployed,0
APP00134,7663.512805573902,69912.7415502678,790.9389692283795,3613.2242772183336,93,BC,Full-time,44
APP00135,6579.4991120459235,46032.28120614686,214.276773518868,4767.198118594118,52,BC,Part-time,211
APP00136,8238.963816246644,96558.64147834248,575.716402166716,7241.831763909202,74,ON,Full-time,276
APP00137,6475.197955701631,47951.69731416494,598.8208953532984,4134.651053350427,47,BC,Full-time,107
APP00138,9689.443971742912,55067.060874243965,428.1813211787435,5157.8692783095785,100,ON,Part-time,479
APP00139,7139.579478647715,77418.467567518,776.0979850664063,9971.839481444254,97,ON,Full-time,205
APP00140,9246.586095822468,41926.19837401811,238.51222007492646,2971.308345171283,43,ON,Unemployed,0
APP00141,5171.318920106381,64936.389416545026,600.5905698022424,1904.2174843012704,84,BC,Full-time,119
APP00142,1170.6441298186264,89775.58104010482,917.2865392055252,4611.935636463212,58,BC,Unemployed,0
APP00143,5281.777214230171,37446.94816119121,254.16386968162192,5668.1444371526595,33,ON,Full-time,486
APP00144,1268.728280630933,64107.43472484617,709.9348738502515,6969.252103502245,50,ON,Part-time,109
APP00145,5924.934791764051,65571.09830585179,602.9358542534252,5096.660657925077,38,BC,Part-time,454
APP00146,4824.93060527663,76685.83782029762,568.1928576469427,9689.028702450856,71,ON,Part-time,239
APP00147,6225.753978327817,41849.7144077518,368.85026755785236,1432.5143643532058,96,ON,Full-time,8
APP00148,100.46981054831593,40814.32823795279,366.2272555085502,5749.442920184138,85,ON,Part-time,512
APP00149,1948.404916553641,70934.1977941811,393.4101007579576,5204.815061220451,67,BC,Full-time,43
APP00150,4913.304319121309,66305.01848772532,498.797387279144,8123.363398875449,85,BC,Part-time,394
APP00151,9505.03561589135,65386.64554756909,459.5758075234031,11629.038770871355,95,ON,Full-time,132
APP00152,3836.090403551584,67296.25904412835,505.2281916020447,6614.129472917483,100,ON,Full-time,394
APP00153,4243.720260536346,49459.92617711128,519.7869717304518,11855.645316358925,19,ON,Full-time,558
APP00154,7146.9608900662215,65029.843489582556,532.4526571671785,4324.743344045172,57,ON,Full-time,198
APP00155,6037.92757286118,66227.24459001301,794.901418062695,1339.5494579670712,79,ON,Unemployed,0
APP00156,2989.261500983332,48953.201023658105,323.7750084239291,2822.29484224054,73,BC,Full-time,464
APP00157,4108.1639556742775,106155.23875726465,810.0560998643186,5346.37373252024,87,BC,Part-time,121
APP00158,2176.9979885723246,69917.78573259323,749.8430876847933,4479.673001074074,20,BC,Full-time,300
APP00159,9660.214591302085,42426.753279347286,369.82856120790876,2067.595440817154,35,BC,Unemployed,0
APP00160,1306.3438155735973,73857.40454270499,644.4231781505749,5759.261184597885,47,ON,Full-time,220
APP00161,3718.3678456641946,45275.48359166784,208.77286225626662,4719.27348825519,22,ON,Full-time,94
APP00162,258.3897222001119,76806.98350780283,575.1560789544469,2348.811425031823,91,ON,Part-time,292
APP00163,2217.794919335464,85862.64426202745,551.4769690639322,4257.288436730998,82,ON,Part-time,153
APP00164,7804.711383801549,47416.27340130392,592.4407008694814,10750.796608909295,61,ON,Full-time,525
APP00165,2011.7523228887947,80978.44634536814,545.4944809600402,4322.537520382742,94,ON,Full-time,422
APP00166,800.6340252896559,68648.85574138626,792.0341907626091,8853.509655662569,30,ON,Full-time,158
APP00167,4744.531798445233,77617.1364993259,760.799119731239,7732.517876235312,68,ON,Full-time,270
APP00168,99.69234734518496,107147.68117744252,750.8520275749491,5698.992786492089,86,ON,Part-time,580
APP00169,847.6615442633317,56348.39465089416,490.0123915366719,3629.282004840361,79,ON,Full-time,257
APP00170,8076.258695629751,48378.201821337876,540.4392945743905,5059.1616928054,91,ON,Full-time,515
APP00171,7714.733448596064,46447.184836307075,535.4463586277441,7513.17934818147,69,ON,Full-time,237
APP00172,9151.38820404896,47485.6281738913,261.3268166404755,4858.285362242905,95,BC,Full-time,445
APP00173,8545.154359107495,59266.230391650795,414.6527934790446,3363.86076931655,96,ON,Part-time,171
APP00174,6831.755632398181,67189.41890986667,467.6513344883394,2281.090237807953,23,BC,Part-time,270
APP00175,523.3285730066284,65902.5691140393,297.68453863583574,10677.436317005218,46,ON,Full-time,67
APP00176,7828.486179866575,77736.52006815435,711.4431804860986,5843.442733270962,28,ON,Full-time,8
APP00177,8455.108108405604,60890.109354335626,687.459509851176,7877.291539172231,99,ON,Full-time,556
APP00178,7990.821457719545,93806.14908449107,689.1424871119123,6394.5139725048575,70,ON,Unemployed,0
APP00179,5084.7903530802605,56023.60590971732,578.927375797312,10598.231701937597,98,ON,Full-time,448
APP00180,2329.0183864948167,137169.98675961985,1289.0554233535943,7016.283376930319,35,BC,Full-time,135
APP00181,8453.299756887267,73176.2116226293,533.9721431293631,6288.595597440247,83,ON,Full-time,25
APP00182,7271.628097401384,46900.24592599937,250.5488520788382,11170.61089463884,39,ON,Unemployed,0
APP00183,9807.611743888516,43987.3651311031,443.2914156150737,8916.5855564989,72,ON,Part-time,465
APP00184,1556.925977559329,70099.23707223895,791.2832075617451,2227.0489808154307,67,ON,Full-time,374
APP00185,2256.6458305205506,56720.25343496808,560.516394550067,2954.7490731649546,40,BC,Full-time,196
APP00186,2117.981498815027,75141.29948764868,324.28385222558126,9658.35149233386,87,BC,Part-time,402
APP00187,7925.397676213367,69905.30030695834,417.2372964343685,10194.364532979498,82,ON,Full-time,122
APP00188,1869.0729645011816,59342.24887007738,281.6185249123871,6997.099119993261,54,ON,Full-time,559
APP00189,666.598298233061,47046.292819483795,419.64748225473585,7099.007506533032,39,ON,Unemployed,0
APP00190,9985.608065856286,38502.22448987276,403.14321381023166,7951.262591365889,74,ON,Unemployed,0
APP00191,248.17211445149147,53048.98332283118,269.9217092672761,5830.273517109034,91,ON,Unemployed,0
APP00192,8352.440601588656,78420.84909094745,874.613235512178,8482.190358322943,66,ON,Full-time,209
APP00193,3653.668415506528,64676.52512918561,568.8887747106374,2193.2938332305725,94,ON,Full-time,301
APP00194,8416.154597578152,41739.526283968036,413.906190494975,11574.07166604125,36,ON,Full-time,515
APP00195,5546.20491211145,63887.54725434607,783.3687927759754,9251.70306174414,33,ON,Part-time,534
APP00196,9016.312294863601,68085.57704530224,331.1688074601396,7942.916244099076,62,ON,Part-time,39
APP00197,9261.929864146266,46526.07718715865,543.2788087463798,4479.542627104288,63,ON,Part-time,206
APP00198,90.98181280775997,63515.73800389363,331.39479001556464,2770.5103620240207,54,ON,Unemployed,0
APP00199,754.1217599278826,61721.52907188277,459.2898578651644,5502.772602118391,58,ON,Part-time,583
APP00200,2503.587295708555,43046.42121995195,484.78832812676563,8277.344146314643,69,ON,Full-time,412
APP00201,6693.154163635017,67525.57358773454,791.3176995492199,7970.80717765422,48,ON,Full-time,333
APP00202,8882.72196511506,71765.62090451103,601.8574001056603,5209.052705721287,44,ON,Full-time,208
APP00203,4599.419512939628,83938.59830060072,765.313414425208,7746.150332164428,49,BC,Full-time,405
APP00204,6069.731162742654,83205.27952128137,837.7019723180333,9951.231251243024,74,ON,Full-time,388
APP00205,1884.9985279556115,40119.77583041631,445.5831584530585,1289.1324957136778,79,BC,Part-time,487
APP00206,8049.668338816853,45778.87197131018,237.10066882503398,5956.831527233033,35,ON,Full-time,382
APP00207,9673.281113534698,70787.38211843646,772.8031393604837,9344.1075131347,99,BC,Part-time,271
APP00208,2685.989329145975,70760.85634059094,578.6328393066716,7007.58917509715,42,ON,Part-time,437
APP00209,4948.259516005463,70787.64585354549,560.7699529720123,8166.236967219769,22,BC,Full-time,430
APP00210,861.161105063738,192672.0716552061,1483.4139934916066,6683.440318658762,27,BC,Full-time,345
APP00211,5591.366564629684,71983.52973706272,605.3884346462227,11910.61999150542,20,ON,Full-time,149
APP00212,5027.834418466806,85271.46540212606,1026.846485567592,1600.8369013794204,53,ON,Full-time,392
APP00213,1444.364841550776,80751.02980592933,705.3627841618884,6401.49303949615,56,ON,Full-time,187
APP00214,4420.66213118075,73743.10957619718,893.0152536483929,2005.5820402596946,63,BC,Part-time,20
APP00215,3341.0465208656324,55179.38440469576,312.81658853300934,2757.6411832492745,33,ON,Part-time,338
APP00216,5218.308753051893,76161.87063846242,776.9373838644882,5213.421854600881,60,ON,Full-time,373
APP00217,5856.543354287992,48101.9454205171,526.0106222066875,2710.9410065053603,21,ON,Full-time,67
APP00218,84.95578607209508,56493.44444881511,555.1087427584358,11600.558825523161,49,ON,Part-time,439
APP00219,7610.0598294955535,52434.30861515732,483.67253711993396,11414.68754397675,70,ON,Full-time,62
APP00220,7130.142918617408,62161.28807698965,551.5844502763224,4697.206108426642,59,ON,Full-time,486
APP00221,3662.8638620652223,121457.90671818444,1377.4647300248082,8037.224832414475,75,ON,Part-time,568
APP00222,529.3593556881826,34639.36070794498,381.50827673007643,6871.286526531647,60,ON,Full-time,85
APP00223,7549.325397850504,74518.56158167584,386.43383659065677,9971.456785673454,71,BC,Part-time,406
APP00224,9551.751604781324,37388.21039449034,420.17732547069375,7901.901707986364,74,BC,Full-time,395
APP00225,2401.515960220142,52646.0191613949,401.0172837824276,1002.7769993961831,94,ON,Full-time,524
APP00226,3235.246137370379,84087.28488145879,528.1360004842513,9394.918241707128,90,BC,Full-time,176
APP00227,1838.1288948181495,61834.05050135184,705.8194900811457,9215.3293342573,71,ON,Part-time,359
APP00228,5769.361233448397,43897.03388819427,340.94270178466525,6606.949761231292,50,ON,Part-time,539
APP00229,1548.4139464745494,48939.217709923876,533.5862034711695,10932.108705563593,99,BC,Full-time,291
APP00230,3561.9394346137947,74369.76766500872,473.1179104648719,10992.908262594417,72,BC,Unemployed,0
APP00231,6970.130139342629,48718.566341128346,204.5892839745676,6763.028443748369,55,BC,Full-time,130
APP00232,5601.159830093484,64722.42640556048,536.9044529366621,7687.870543161915,26,ON,Full-time,479
APP00233,3864.6256432793525,61487.981807963064,307.5568677090254,11961.742791171397,100,ON,Full-time,532
APP00234,4202.496018075419,49883.48977149051,521.4387512252538,4287.022582925592,29,ON,Full-time,264
APP00235,5621.108826232295,115394.1215250589,746.2875713680847,4570.789665426251,72,ON,Full-time,503
APP00236,58.647278871613025,73357.583908768,576.8630391738194,3010.5129292984598,78,ON,Full-time,160
APP00237,785.0986845360985,33036.97570103081,161.6151135468264,10854.536330736548,28,ON,Unemployed,0
APP00238,8812.580677630116,64142.45572092165,420.48546675817835,9189.372289441928,88,ON,Part-time,538
APP00239,778.7898909129076,49731.28672225816,531.0846559939034,2162.071337572661,99,ON,Part-time,81
APP00240,7068.035962105051,78327.61215009195,425.31104370977636,11799.440863177622,60,ON,Full-time,413
APP00241,9200.381641090526,47818.56553762715,457.1293721322084,9040.578789772277,55,ON,Part-time,475
APP00242,2706.836043017311,58600.85304436111,692.18636751229,10355.74320565472,98,ON,Full-time,18
APP00243,3704.914370595143,70574.32216867944,693.8848299132684,1529.65868090521,94,ON,Part-time,69
APP00244,5689.214058447163,78641.27935739963,859.170190927,6554.570108363844,76,ON,Unemployed,0
APP00245,8817.089696385847,42312.44555226202,214.72565756495192,8684.581153997433,77,BC,Part-time,130
APP00246,9419.055872604202,54861.93822302579,343.2216921682005,6972.412430290255,42,ON,Full-time,310
APP00247,7395.632481112681,52598.44689726644,611.2548147145968,8333.122122692052,46,BC,Full-time,487
APP00248,866.1976085469403,49857.62363532287,504.85231967448954,9996.614699495198,55,ON,Unemployed,0
APP00249,6691.541555348508,103007.97970289594,978.1928118152623,5117.707692562159,39,ON,Full-time,15
APP00250,4103.03721872662,68488.42132825321,664.2045545942422,10335.355431805807,51,ON,Part-time,496
APP00251,4707.009994910616,41550.31072810519,316.5443091596995,2792.077152418198,20,ON,Full-time,186
APP00252,491.4839034517704,79880.2605335908,362.49438007427307,3979.7466052901223,46,ON,Full-time,417
APP00253,1910.6213934635819,114642.32281014186,1227.0946824735745,1476.8018192005836,33,ON,Part-time,432
APP00254,7905.136075336477,82674.38037680717,812.0782203837126,5008.694924687762,19,ON,Full-time,66
APP00255,4539.5883304785975,38450.01923462631,311.70291963887166,5179.004993065323,46,ON,Full-time,81
APP00256,3016.6224163114885,52452.07859723232,611.8358446877294,9857.976569279761,68,BC,Full-time,36
APP00257,3840.1907396495817,88698.54900658003,618.0512418500527,8184.437373186216,53,ON,Part-time,17
APP00258,8543.995133256802,49051.43033313211,324.6884808270871,5803.948139712333,46,ON,Full-time,514
APP00259,7489.990174049569,69291.06837638066,792.687700232698,8173.253764861231,27,BC,Full-time,33
APP00260,2723.153971810828,76520.63186228795,827.0526238312045,1580.6168556726027,42,BC,Part-time,349
APP00261,1175.018402123733,45928.73906321683,388.4728573141754,2982.986896202137,81,BC,Full-time,380
APP00262,2519.982216440717,59579.56100929076,313.15749075173403,7896.426407659305,22,ON,Full-time,508
APP00263,9207.564510547338,22937.88668713424,136.685236547231,8055.035011478325,74,BC,Full-time,267
APP00264,5815.888378497553,44605.35386277351,429.78298881856927,9515.481245781699,59,BC,Full-time,517
APP00265,5334.802087447829,56227.15023831508,414.6945553929765,5432.997349589624,85,ON,Full-time,485
APP00266,5963.935996924615,41713.93440579574,464.57962543549,8948.095062777718,66,ON,Unemployed,0
APP00267,3660.2826574651526,98977.6015104481,1195.9422426813414,8523.783658162083,76,BC,Part-time,347
APP00268,8071.070203195128,39493.171067742434,429.6978536853632,11597.327162068339,57,BC,Full-time,443
APP00269,5232.862493002498,53152.058815277764,388.6945494678138,3366.432490671471,43,ON,Full-time,378
APP00270,1167.4790276879555,63079.28070784945,677.4117751157097,7068.475201279034,78,ON,Full-time,573
APP00271,1290.6512482906296,93461.74168404391,663.1435145412256,7619.4088632151625,65,BC,Full-time,358
APP00272,5368.591465026184,39425.449754495196,219.17267492852775,11985.126734276428,79,ON,Unemployed,0
APP00273,9365.702180708391,85980.39555761276,382.17798951757663,3213.0255638331687,45,ON,Full-time,538
APP00274,3083.5212167619875,60839.55203082015,449.05506692159224,6755.398219640215,60,BC,Part-time,210
APP00275,8695.411688592183,45182.85002774568,528.473412700012,4808.038384850028,70,BC,Full-time,42
APP00276,7640.955865788793,69672.18901179719,429.0567768274712,6784.822654368998,66,BC,Full-time,13
APP00277,2478.1244290690684,64385.476961622095,379.0765591972443,3553.414623134165,50,ON,Full-time,600
APP00278,363.40748316242457,50658.40313417046,620.48978228103,1523.7361627023693,42,ON,Full-time,489
APP00279,1018.4726514238274,61936.57090698947,270.9746205169317,7298.219992874578,21,BC,Part-time,187
APP00280,7284.939338474402,54031.98072605157,578.9446363998039,4694.397474469153,45,ON,Full-time,63
APP00281,1996.697380406467,62754.19256491547,429.5367364133223,3001.35541923277,91,BC,Full-time,336
